Instrument,NAICS Sector Name,Legal Entity ID (LEI),NAICS Sector Code
5083616149,"Professional, Scientific, and Technical Services",,54
5083616217,"Professional, Scientific, and Technical Services",,54
5083616531,Manufacturing,,31-33
5083616662,,,
5083617241,Real Estate and Rental and Leasing,,53
5083617558,"Professional, Scientific, and Technical Services",,54
5083617561,"Professional, Scientific, and Technical Services",,54
5083617632,"Professional, Scientific, and Technical Services",,54
5083617658,Manufacturing,,31-33
5083618424,,,
5083618522,Information,,51
5083618556,Finance and Insurance,,52
5083618625,,,
5083618688,Wholesale Trade,,42
5083618992,Administrative and Support and Waste Management and Remediation Services,,56
5083629795,Construction,,23
5083683443,"Professional, Scientific, and Technical Services",,54
5083695051,Other Services (except Public Administration),,81
5083698221,Information,,51
5083703160,,,
5083703167,"Professional, Scientific, and Technical Services",,54
5083716838,,,
5083717060,Real Estate and Rental and Leasing,,53
5083723630,Information,,51
4296726866,Wholesale Trade,,42
5057828103,Manufacturing,,31-33
5073157494,Wholesale Trade,,42
5073157496,Wholesale Trade,,42
4296125288,,,
4297757507,,,
5000118907,,,
5000310370,,,
5000329026,,,
5000763390,"Mining, Quarrying, and Oil and Gas Extraction",,21
5001438777,"Mining, Quarrying, and Oil and Gas Extraction",,21
5001439741,"Mining, Quarrying, and Oil and Gas Extraction",,21
5034758851,"Mining, Quarrying, and Oil and Gas Extraction",,21
5035151418,"Mining, Quarrying, and Oil and Gas Extraction",,21
5035414042,"Mining, Quarrying, and Oil and Gas Extraction",,21
5035415039,"Mining, Quarrying, and Oil and Gas Extraction",,21
5035415927,"Mining, Quarrying, and Oil and Gas Extraction",,21
5036782611,"Mining, Quarrying, and Oil and Gas Extraction",549300FWV5ZIH36BH979,21
5036784817,"Mining, Quarrying, and Oil and Gas Extraction",,21
5037132079,"Mining, Quarrying, and Oil and Gas Extraction",,21
5037268759,"Mining, Quarrying, and Oil and Gas Extraction",,21
5037630941,"Mining, Quarrying, and Oil and Gas Extraction",,21
5040951082,"Mining, Quarrying, and Oil and Gas Extraction",549300DSSJ6DQ8QFFS91,21
5040951196,"Mining, Quarrying, and Oil and Gas Extraction",,21
5044252124,Manufacturing,,31-33
5055542025,"Mining, Quarrying, and Oil and Gas Extraction",,21
5063321038,Wholesale Trade,,42
5063328814,Manufacturing,,31-33
5081961691,Manufacturing,,31-33
5081968757,Manufacturing,,31-33
5081969045,Manufacturing,,31-33
5081969047,Manufacturing,,31-33
5081969057,"Mining, Quarrying, and Oil and Gas Extraction",,21
5083049579,Manufacturing,,31-33
5083049586,Manufacturing,,31-33
5083049587,Manufacturing,,31-33
5083049612,Wholesale Trade,,42
5083049614,Wholesale Trade,,42
5083049617,Manufacturing,,31-33
5083049627,"Mining, Quarrying, and Oil and Gas Extraction",,21
5083049644,Manufacturing,,31-33
5083049646,Wholesale Trade,,42
5083049647,Manufacturing,,31-33
5083049651,Manufacturing,,31-33
5083049681,Manufacturing,,31-33
5083189388,Wholesale Trade,,42
5083189974,Wholesale Trade,,42
5083264057,Manufacturing,,31-33
5083265873,Construction,,23
5083266981,"Mining, Quarrying, and Oil and Gas Extraction",,21
5083285912,Wholesale Trade,,42
5083334010,Manufacturing,,31-33
5000967578,Finance and Insurance,,52
5040942351,,,
5082821627,Finance and Insurance,,52
5082821628,Finance and Insurance,,52
5083293722,Finance and Insurance,,52
4295888255,Finance and Insurance,,52
4295888262,Finance and Insurance,,52
4295888263,Finance and Insurance,485100BO3BLI986SGJ25,52
4295888270,Finance and Insurance,48510058TGUCNPTBMI14,52
4295888271,Finance and Insurance,48510000J53FIELVLB90,52
4295888281,Finance and Insurance,,52
4295888285,Finance and Insurance,,52
4295888290,Finance and Insurance,,52
4295888291,Finance and Insurance,,52
4295888293,Finance and Insurance,,52
4295888294,Finance and Insurance,747800S029KSBZZQE126,52
4295888306,Real Estate and Rental and Leasing,549300BYRMGEH57IQL04,53
4295888322,Finance and Insurance,,52
4295888338,Finance and Insurance,,52
4295888339,Finance and Insurance,48510000F0JNKNDI1Z92,52
4295888348,Finance and Insurance,,52
4295888350,Finance and Insurance,,52
4295888355,Finance and Insurance,48510000WRCJF8JL7N15,52
4295888357,Finance and Insurance,485100007XEJ1YWCOD26,52
4295888363,Finance and Insurance,,52
4295888366,Finance and Insurance,4851003F70RFB3TKQC11,52
4296103872,,,
4296192748,,,
4296264318,Finance and Insurance,485100J48XWUAN5ARA11,52
4296328295,Finance and Insurance,549300J0GSZ83GTKBZ89,52
4296393512,Finance and Insurance,,52
4296393538,Finance and Insurance,529900AH2REJFLZH3D75,52
4296393540,,,
4296393558,,,
4296393560,Finance and Insurance,,52
4296595172,Finance and Insurance,549300271OUEJT4RYD30,52
4296607970,Finance and Insurance,485100484ULQ7EH1FL38,52
4296650092,Finance and Insurance,5493001X8GMKQO84H549,52
4296670594,Finance and Insurance,529900DXO2KW4VXW0A69,52
4296721060,Finance and Insurance,549300WQSYH9RIBN9225,52
4296721549,Finance and Insurance,549300BZ3GKOJ13V6F87,52
4296721554,Finance and Insurance,549300OBGOF2IVUD3L23,52
4296999301,,,
4297044392,,,
4297153626,Finance and Insurance,,52
4297212312,,,
4297223868,,,
4297326990,Finance and Insurance,48510012SVXRHBT5NG93,52
4297381475,Finance and Insurance,549300OP1AFSZYE8SG12,52
4297381510,Finance and Insurance,,52
4297775369,Finance and Insurance,,52
4297820783,Finance and Insurance,485100E6S5HKUDPDRV63,52
4297823227,,,
4297826062,Finance and Insurance,,52
4297832965,Finance and Insurance,529900I3PI8FIYICAR94,52
4297859834,Finance and Insurance,48510000EFTLE76QW480,52
4297885257,Finance and Insurance,,52
4297934842,,,
4298007877,Finance and Insurance,74780000M03HFUUXFU21,52
4298084693,,,
4298104900,,,
4298130548,Finance and Insurance,747800Y071GPWRW7TA22,52
4298544757,,,
5000004451,Finance and Insurance,48510000NKZ3E6LSZM73,52
5000005043,Finance and Insurance,485100TATT36RLEXSH34,52
5000007163,Finance and Insurance,549300XGYWQT0XWO4R05,52
5000019199,Finance and Insurance,,52
5000019212,Finance and Insurance,,52
5000020412,,,
5000032777,,485100TXUFFM4I7CFT72,
5000033955,Finance and Insurance,5493008PLV3K7YYQ6V14,52
5000034443,Finance and Insurance,549300O2UN9JLME31F08,52
5000038894,Finance and Insurance,,52
5000053697,Finance and Insurance,,52
5000056540,Finance and Insurance,,52
5000059988,,549300CLO1BXTP2N9T14,
5000060195,Finance and Insurance,549300JAQTQST6DD3Q95,52
5000060514,Management of Companies and Enterprises,,55
5000062747,Finance and Insurance,,52
5000070132,Finance and Insurance,485100OSIKTM39EQ6T57,52
5000094260,,,
5000566049,Finance and Insurance,48510000APGBJXIYH791,52
5000567687,,4851000029DT63QAW184,
5000617706,,,
5000617713,,,
5000618303,,,
5000618334,,,
5000628855,Management of Companies and Enterprises,,55
5000639613,Finance and Insurance,,52
5000641512,Finance and Insurance,485100004VOFFO18DD84,52
5000642360,,,
5000642703,,,
5000645176,Finance and Insurance,549300MMK4HX7KEEVI63,52
5000653969,Finance and Insurance,,52
5000661160,Finance and Insurance,315700H80EFDLEQ0VD16,52
5000663080,Finance and Insurance,,52
5000678953,Finance and Insurance,529900VC4WC3QO8WTL13,52
5000688202,Finance and Insurance,74780000B0LHDRB36C37,52
5000740823,Finance and Insurance,48510000703CC7VS8S77,52
5000748522,,,
5000830903,,,
5000853793,,,
5000853797,,,
5000853801,Finance and Insurance,,52
5000853811,Finance and Insurance,,52
5000853815,Finance and Insurance,48510000WM4Q7VQQKB51,52
5000853819,,,
5000954069,Finance and Insurance,,52
5001002585,Finance and Insurance,48510000JYXA7227FO19,52
5001107719,Finance and Insurance,,52
5001107729,,,
5001153353,,,
5001176433,,,
5001199314,Finance and Insurance,213800K2LJ7JKL6CU689,52
5001199868,Management of Companies and Enterprises,485100MFFDTN0QYPYI29,55
5001228458,Finance and Insurance,,52
5001231909,,3157002MC5JF12FTDW25,
5001231949,Finance and Insurance,48510000IA9IKGSTNG14,52
5001241709,Management of Companies and Enterprises,,55
5001291661,Finance and Insurance,,52
5001345080,Finance and Insurance,,52
5001350088,Finance and Insurance,549300M2K78I7BQZUD32,52
5001363548,Management of Companies and Enterprises,,55
5001365136,Finance and Insurance,4851000020C6NKQDP691,52
5001365139,Finance and Insurance,549300KR247LVB6YO428,52
5001367461,Wholesale Trade,,42
5001396075,Transportation and Warehousing,213800I8RPBEOP3GUM65,48-49
5001405178,Finance and Insurance,4851000094PJJQ1E0T23,52
5001410527,Finance and Insurance,,52
5001420003,Finance and Insurance,485100000H18G4S3LT79,52
5001446365,Finance and Insurance,48510000RFY3D1UXAF03,52
5001446770,Finance and Insurance,549300WLK330OXO4QV57,52
5001450655,Finance and Insurance,3157000ZT6JG5254SN26,52
5029074395,Management of Companies and Enterprises,485100JF531C2B3XCO39,55
5034751179,,48510000VD0LDWZFQP80,
5034814279,Finance and Insurance,48510000OGX4W2DFYV52,52
5034814550,Management of Companies and Enterprises,,55
5034814951,Finance and Insurance,,52
5034815109,Management of Companies and Enterprises,,55
5034815114,Finance and Insurance,529900NLK1LRL7XHBE74,52
5034823240,Management of Companies and Enterprises,,55
5034829033,Management of Companies and Enterprises,485100WV1JNX9JUB9B36,55
5034830560,,4851000TQJAEMEX7C735,
5035166581,Finance and Insurance,485100ALITIIJT1G1T69,52
5035301637,Finance and Insurance,,52
5035303992,Manufacturing,485100OGKABWIIALNP15,31-33
5035306440,Finance and Insurance,485100SFJBENDB892E64,52
5035306538,Finance and Insurance,747800T0L8VJU2T4CZ26,52
5035306550,"Professional, Scientific, and Technical Services",,54
5035307220,Finance and Insurance,485100000Z4BS9C24Q46,52
5035307230,Finance and Insurance,485100L5GARJYG5L0S05,52
5035308822,Management of Companies and Enterprises,48510000067IK9Z26964,55
5035312851,Finance and Insurance,315700Y1NAB69VQ67840,52
5035312865,Finance and Insurance,529900LICVZIYNE4FE47,52
5035392456,Finance and Insurance,48510000PUF0PHJMWE31,52
5035396462,Finance and Insurance,4851000093T4FS8UN642,52
5035397389,,,
5035455794,Finance and Insurance,315700BBRQHDWX6SHZ00,52
5035459712,Finance and Insurance,,52
5035886518,Finance and Insurance,315700RO18UEKF9GP419,52
5035886573,,315700T11IWJ4S6UKR25,
5035886620,,315700XAQ39OPJ7B5G56,
5035929879,Finance and Insurance,213800XQVC7ZTHV56Y85,52
5035931921,Finance and Insurance,,52
5036187932,Finance and Insurance,549300SS3C8W3K6NTF72,52
5036213359,,315700H8AYJ52S9PQN11,
5036227711,Finance and Insurance,485100QEYU6WX54F1N51,52
5036775822,Finance and Insurance,485100008LBCPGNX2W91,52
5037032428,,529900LGZ8JS7B9UI749,
5037120048,Management of Companies and Enterprises,485100F291HSNIP3YI10,55
5037247742,Management of Companies and Enterprises,,55
5037315799,Finance and Insurance,,52
5037432425,Finance and Insurance,,52
5037437732,Finance and Insurance,,52
5037613208,,529900HWQDOQRB7CH356,
5037613220,Construction,4851000002N67I7AC384,23
5037850886,Management of Companies and Enterprises,,55
5037909410,Finance and Insurance,529900VX9P8B0EIQLQ52,52
5038034726,Finance and Insurance,48510000Q6I8OZ0LJ265,52
5038037893,,,
5039607533,Management of Companies and Enterprises,,55
5039607558,Management of Companies and Enterprises,,55
5039632474,Finance and Insurance,,52
5039632475,Management of Companies and Enterprises,48510000JMCVRZ7E8361,55
5039632476,Management of Companies and Enterprises,,55
5039633344,Management of Companies and Enterprises,,55
5039633350,Management of Companies and Enterprises,,55
5039633377,Management of Companies and Enterprises,,55
5039648607,Management of Companies and Enterprises,,55
5039648609,Management of Companies and Enterprises,,55
